tic,settledate,cret,car,bhar,number,classend,ceyr,month,gap,lgap,settleamt,year,styr,gvkey,date,fyear_st,at_st,capx_st,ceq_st,dltt_st,dp_st,dt_st,ebit_st,revt_st,setp_st,txpd_st,wcap,xintd_st,mkvalt_st,sic,f_month,wcap_1_st,dwcap_st,ebit_1_st,fcf_st,fcf_1_st,size_st,debtratio_st,M2B_st,classification,Accounting,Secondary Market & Trading,Financial Intermediatary,Non-Accounting disclsoure and misrepresentation,Others,fyear_ce,at_ce,capx_ce,ceq_ce,dltt_ce,dp_ce,dt_ce,ebit_ce,revt_ce,setp_ce,txpd_ce,wcap_ce,xintd_ce,mkvalt_ce,wcap_1_ce,dwcap_ce,ebit_1_ce,fcf_ce,fcf_1_ce,size_ce,debtratio_ce,M2B_ce,PRC,VOL,SHROUT,sprtrn,vt,share turnover,abnormal volume,abnormal share turnover,skewness
CECO,2013-11-04,27.04917823,32.44372056,20.44728127,104839,2011-11-01,2011,11,734,6.5985088,27.5,2013,2013,66379.0,2013-12-31,2013.0,805.045,19.636,455.384,0.0,68.64,,-159.779,1057.36,-26.0,5.106,252.585,,382.8747,8200.0,12.0,190.846,61.739000000000026,-75.743,-177.62000000000003,38.05800000000005,6.6908981764773,0.0,0.4755941593327082,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2011.0,1316.12,78.333,805.9810000000001,0.207,84.512,1.051,229.686,1884.505,1.0,40.188,281.035,,586.7673,155.284,125.75100000000003,366.322,69.92599999999996,238.647,7.18244329313846,0.0001572804911406255,0.4458311552138104,5.66,1340374.0,67154.0,0.3571,923812.8,13.756631027191233,416561.19999999995,6.203073532477588,0
CECO,2007-11-05,-5.382103400000001,-9.1087769,-9.503373,102929,2003-12-02,2003,11,1434,7.2682228,4.9,2007,2007,66379.0,2007-12-31,2007.0,1366.466,57.58600000000001,886.1080000000002,2.1790000000000003,78.183,14.022,126.239,1674.882,,38.002,216.786,,2272.9577,8200.0,12.0,349.94,-133.15400000000002,252.843,241.98800000000008,78.24700000000003,7.219983123975525,0.0015946243814335664,1.6633840139454619,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,34.87,819743.0,91073.0,-0.49549999999999994,1049371.0416666667,11.522306739282408,-229628.04166666674,-2.5213624418506773,0
RAS,2009-07-15,-5.7851279999999985,-14.2401502,-15.8595193,103791,2007-07-31,2007,7,715,6.5722823,32.0,2009,2009,66281.0,2009-12-31,2009.0,3094.976,,766.937,2042.662,24.015,,,46.619,,,,255.604,,6798.0,12.0,,,-45.18899999999999,,,8.037535430645981,0.6599928400090987,,CREDIT CRISIS (FINANCIAL INSTITUTION),0,0,1,0,0,2007.0,11057.58,,579.1759999999998,9843.861,67.358,,,396.404,,,,698.347,,,,70.876,,,9.310871444624745,0.8902364712712907,,1.15,320100.0,64917.0,2.963,745390.8333333334,11.482213185041413,-425290.8333333334,-6.5513014053843115,0
BXS,2012-06-01,-0.7552827,-4.1031407,-4.1591606,104487,2010-02-25,2010,6,827,6.7178049,29.25,2012,2012,14219.0,2012-12-31,2012.0,13397.198,,1449.052,193.812,30.942,,,766.573,,,,,1374.757,6020.0,12.0,,,196.514,,,9.502800859596002,0.014466607121877275,0.10261526328117268,CREDIT CRISIS (FINANCIAL INSTITUTION),0,0,1,0,0,2010.0,13615.01,,1222.244,270.312,33.672,,,846.9060000000002,,,,,1331.5379,,,221.447,,,9.518928139591617,0.019853969993411685,0.09779925978754332,12.85,699700.0,94436.0,-2.4643,797599.1666666666,8.445922811922006,-97899.16666666663,-1.0366721024468066,0
GNSS,2006-06-14,-9.013208,15.598906199999998,12.91249058,103657,2002-06-14,2002,6,1461,7.2868762,1.75,2006,2006,66519.0,2006-03-31,2005.0,479.677,8.597000000000001,439.423,0.0,18.688,,20.4,269.506,-1.331,3.218,204.518,0.0,611.719,3674.0,3.0,156.411,48.107,-5.843,-20.834000000000003,-60.50700000000001,6.173112960725229,0.0,1.2752727356116722,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,11.145,1382969.0,36112.0,0.5189,1539943.3666666667,42.6435358514252,-156974.3666666667,-4.346875461527102,0
MUSE,2005-06-24,-2.023607,-3.2918437999999997,-3.4510181,102960,2003-12-29,2003,6,543,6.297109099999999,2.625,2005,2005,66468.0,2005-09-30,2005.0,332.838,5.968,209.425,0.0,9.122,,5.63,160.759,-10.9,0.858,94.56,0.0,625.869,7372.0,9.0,71.98100000000002,22.578999999999994,7.817,-14.652999999999993,121.70099999999996,5.807655885121014,0.0,1.8804012762965767,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,5.47,926289.0,80682.0,-0.7629,924720.7916666666,11.461302293778868,1568.2083333333721,0.019436904555332937,0
PMACA,2007-08-14,3.74610403,13.294020240000002,11.06113674,102907,2003-11-04,2003,8,1379,7.2291141,15.0,2007,2007,25823.0,2007-12-31,2007.0,2581.641,,378.584,131.262,3.633,,,458.881,,,,,,6331.0,12.0,,,20.334,,,7.85618052223544,0.05084440477975055,,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,9.15,95869.0,32163.0,-1.8156999999999999,140983.575,4.383408730528869,-45114.57500000001,-1.4026855392842712,-1
CAO,2008-04-16,0.59726688,-3.6060763,-3.6269055,103625,2006-03-24,2006,4,754,6.6253924,10.0,2008,2008,66646.0,2008-01-31,2007.0,1138.69,34.772,164.53799999999995,462.286,44.868,519.188,60.75,1851.647,-11.7,2.987,176.399,,261.9845,5531.0,1.0,178.05900000000003,-1.660000000000025,106.177,69.51900000000003,151.567,7.037633757833675,0.4059805566045192,0.2300753497440041,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2006.0,1151.762,37.529,171.51,466.642,44.945,531.501,106.177,1907.776,,0.056,178.05900000000003,,728.2681,216.08900000000003,-38.03,130.237,151.567,363.80300000000005,7.049048222689469,0.4051548844292484,0.6323078031746142,11.64,1063200.0,44030.0,2.2691,922443.3333333334,20.950336891513363,140756.66666666663,3.1968354909531373,0
ADPI,2009-12-15,6.83482619,6.07739633,6.08296003,103923,2007-12-13,2007,12,733,6.597145599999998,6.0,2009,2009,109580.0,2009-12-31,2009.0,374.011,6.401,185.459,93.506,20.6,102.191,25.409,274.342,,4.072,-4.803,,202.2441,8741.0,12.0,13.588,-18.391,29.528,53.92700000000001,-141.542,5.9242852087467215,0.2500086895839962,0.5407437214413481,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2007.0,368.506,11.276,114.903,0.536,16.471,0.7240000000000001,30.38,278.755,-36.734,6.617000000000001,-160.347,,128.5345,-4.813,-155.53400000000005,20.416,184.492,26.754,5.909456993722075,0.0014545217716943552,0.3487989340743435,12.42,83005.0,15681.0,-0.5547,97471.24166666667,6.215881746487256,-14466.241666666669,-0.9225331080075677,0
BRCM,2005-06-27,2.84907842,2.15700092,2.11400087,101737,2001-02-26,2001,6,1582,7.3664451,150.0,2005,2005,66708.0,2005-12-31,2005.0,3752.199,41.767,3140.567,0.0,68.527,,443.649,2670.788,-110.0,3.807,1736.382,0.0,16481.1411,3674.0,12.0,1087.342,649.0400000000002,422.491,-182.43800000000027,-451.9269999999999,8.23009734709916,0.0,4.392395259419876,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,36.06,7499894.0,277014.0,-0.0739,8180482.916666667,29.530936763725542,-680588.916666667,-2.4568755249433853,0
BRCM,2010-04-30,-6.2043773,5.5027632199999985,5.24906413,103653,2006-07-13,2006,4,1387,7.234898599999998,160.5,2010,2010,66708.0,2010-12-31,2010.0,7944.31,108.924,5826.089,696.9780000000002,137.326,696.9780000000002,1153.641,6818.319,-52.625,15.484000000000002,2912.311,,23460.3415,3674.0,12.0,1765.9820000000002,1146.3289999999995,187.736,20.230000000000686,477.7259999999997,8.980211228125759,0.08773298121548631,2.953099954558671,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006.0,4876.766,92.477,4191.666,0.0,60.005,,248.88,3667.818,,3.929,2673.087,0.0,17716.0253,1736.382,936.705,443.649,-724.2259999999999,-182.43800000000027,8.492237574243193,0.0,3.6327404882662004,34.5,10592468.0,440700.0,-1.6648,8215445.833333333,18.641810377429845,2377022.166666667,5.393742152635959,0
LVLT,2006-05-05,-7.8947378,20.00957805,17.87562925,102567,2001-06-18,2001,5,1782,7.4854918,10.25,2006,2006,13440.0,2006-12-31,2006.0,9994.0,392.0,374.0,7357.0,730.0,7362.0,-127.0,3378.0,,0.0,1460.0,,6599.1688,4813.0,12.0,242.0,1218.0,-189.0,-1007.0,49.0,9.20974019190415,0.7361416850110066,0.6603130678407044,FAILURE OF DISCLOSURE (ANALYSTS' MALPRACTICES),0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,5.55,15448527.0,846844.0,1.0295,19617294.575,23.165181042789463,-4168767.5749999993,-4.9227101744831385,0
AXTI,2007-05-24,1.86566688,20.596612890000007,18.97110387,103287,2004-04-27,2004,5,1122,7.0228682,2.575,2007,2007,110760.0,2007-12-31,2007.0,112.772,3.706,89.71799999999998,6.25,1.473,6.7,4.565,57.952,,0.483,75.35,,188.2196,3674.0,12.0,66.359,8.991,-2.265,-7.142,-36.088,4.725368081300196,0.05542155854290072,1.6690277728514171,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004.0,87.54,2.139,64.485,7.6,4.869,8.05,-11.890999999999998,35.454,-1.4,,45.861,,36.528,497.358,-451.49699999999996,300.649,,91.04200000000004,4.47209583176275,0.08681745487777015,0.4172721041809458,3.77,259429.0,29895.0,-0.9702999999999999,170646.35833333334,5.708190611584992,88782.64166666666,2.969815743992864,0
PCLN,2007-05-03,2.6698525600000003,4.985582259999998,4.062373600000001,101593,2000-09-26,2000,5,2410,7.7873820999999985,80.0,2007,2007,119314.0,2007-12-31,2007.0,1350.856,15.949000000000002,579.107,0.0,37.5,569.7959999999998,173.503,1390.817,-54.16,31.55,-81.843,,4418.7791,7370.0,12.0,402.417,-484.26,60.45,647.764,-183.678,7.2084937445665185,0.0,3.2710955867982965,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,57.5,894574.0,37890.0,0.4325,1066949.5166666666,28.15913213688748,-172375.5166666666,-4.549367027359899,0
CNX,2007-02-02,4.55521903,16.43494746,15.820967220000002,102900,2002-07-18,2002,2,1660,7.4145727,2.7,2007,2007,120093.0,2007-12-31,2007.0,6208.09,743.1139999999998,1214.419,488.925,329.2340000000001,507.208,370.908,3587.297,30.0,103.194,-333.242,,13037.5238,1220.0,12.0,174.372,-507.61400000000003,464.141,361.44800000000015,38.28899999999987,8.733608559180649,0.07875610695076908,2.1000861456583264,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,35.46,2655500.0,182655.0,0.16940000000000002,2385105.0,13.05797815553913,270395.0,1.4803591470258137,0
BRCD,2008-10-24,3.4999956400000003,7.4004390199999985,6.20782708,103440,2005-05-15,2005,10,1258,7.137278599999999,160.0,2008,2008,120774.0,2008-10-31,2008.0,3298.648,144.071,1282.24,1181.059,120.178,1224.665,192.161,1466.937,-160.0,9.618,239.7,,1401.9047,3576.0,10.0,502.499,-262.79900000000004,118.977,421.449,71.78899999999999,8.101267966536144,0.3580433559446173,0.4249937247017567,ACCOUNTING (OPTION DATING),1,0,0,0,0,2005.0,985.681,27.267,508.847,0.0,46.203,278.883,64.12,574.12,,3.193,309.736,,1003.2654,434.162,-124.426,57.718,204.28900000000002,-363.69799999999987,6.89333277284394,0.0,1.017839848794894,3.09,16143446.0,371858.0,-3.4511,7445385.758333334,20.0221206975064,8698060.241666667,23.390811120553188,0
JNPR,2010-04-12,-3.4013641000000003,-14.768852099999998,-15.4008305,103640,2006-05-22,2006,4,1421,7.2591161999999985,169.0,2010,2010,121718.0,2010-12-31,2010.0,8467.851,185.291,6608.2,0.0,155.28799999999995,,784.7310000000001,4093.266,,155.7,1742.394,0.0,19396.9558,3576.0,12.0,1503.174,239.22000000000003,512.489,359.80800000000016,624.214,9.044032036445724,0.0,2.2906586098409147,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006.0,7368.395,102.093,6115.084,399.944,173.49,399.944,323.539,2303.58,-20.5,64.005,1759.189,,10781.292,1191.056,568.1329999999998,456.148,-237.2019999999998,188.93600000000004,8.904955186704465,0.05427830619829691,1.4631805162453966,31.6,5774800.0,523571.0,0.17670000000000002,7055262.683333334,13.475273999769533,-1280462.6833333336,-2.4456333206639282,0
MDRX,2012-03-16,-5.9838206,-11.9418784,-12.0196565,104348,2008-02-13,2008,3,1493,7.3085426999999985,10.15,2012,2012,181104.0,2012-12-31,2012.0,2384.464,80.166,1284.341,363.4380000000001,143.05200000000005,442.74300000000005,67.372,1463.125,,7.04,54.44600000000001,,1624.1493,7370.0,12.0,169.892,-115.446,172.544,238.66400000000004,228.62900000000002,7.776729640119592,0.15241916002925607,0.6811381090257601,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2007.0,179.268,1.167,110.649,0.5479999999999999,16.192,1.63,44.736,383.771,,,-6.776,,,-33.875,27.099,6.192,,,5.1888818928481815,0.0030568757391168525,,17.96,5566435.0,190515.0,0.1119,2105930.316666667,11.053881934055937,3460504.683333333,18.163948682955848,0
LAB,2008-09-22,-17.162872500000002,8.25249989,4.63099481,102895,2003-10-15,2003,9,1804,7.4977617,13.0,2008,2008,123097.0,2008-12-31,2008.0,3731.615,,442.85,199.323,3.679,,,224.149,,,,119.226,,6211.0,12.0,,,297.653,,,8.22459639480217,0.05341467434341431,,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,4.59,584800.0,61993.0,-3.8237,778865.8333333334,12.56377064077127,-194065.83333333337,-3.1304475236451434,0
QSFT,2009-11-19,-1.8390787,-2.3832963,-2.4115036,103717,2006-07-03,2006,11,1235,7.118826400000001,0.50963,2009,2009,122921.0,2009-12-31,2009.0,1465.138,11.286,892.7919999999998,33.451,47.973,66.329,102.766,695.2360000000001,-19.025,15.077,185.433,,1659.7168,7372.0,12.0,47.236,138.197,82.287,-13.820999999999994,217.599,7.289704714967037,0.0228312964376052,1.1328057834825116,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006.0,1161.537,16.639,818.913,0.0,36.59,,64.523,561.589,,26.413,241.65,0.0,1491.6484,107.958,133.692,81.916,-75.631,-4.8959999999999875,7.057499407062543,0.0,1.2842022251551175,17.01,614463.0,90365.0,-1.3425999999999998,1105360.5333333334,12.232175436655048,-490897.53333333344,-5.4323856950515514,0
INAP,2013-08-05,-10.447759399999999,-14.4561987,-13.8527818,104153,2008-03-18,2008,8,1966,7.583756399999999,9.5,2013,2013,124358.0,2013-12-31,2013.0,614.241,62.798,182.21,338.7940000000001,53.148,345.896,-1.854,283.342,,0.344,19.916,,406.253,7374.0,12.0,14.049,5.866999999999999,5.331,-17.714999999999996,-22.689,6.420387359279295,0.5515652650995294,0.6613902360799752,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2008.0,330.083,51.154,248.195,23.244,28.664,23.518,-1.892,253.989,,0.361,58.653,,125.56,76.96300000000002,-18.310000000000013,2.133,-6.4329999999999865,-22.27200000000001,5.799344137987408,0.07041865227836634,0.3803891748439029,8.01,104635.0,53717.0,-0.148,238661.825,4.442947763277919,-134026.825,-2.49505417279446,0
MSO,2007-03-16,-3.9760425,3.35926363,2.9945021800000005,102544,2002-07-24,2002,3,1696,7.436028,30.0,2007,2007,125237.0,2007-12-31,2007.0,255.267,5.032,155.529,0.0,7.562,,9.914,327.89,0.4320000000000001,1.1,92.449,0.0,495.0273,4888.0,12.0,72.811,19.637999999999987,-8.533,-8.29399999999999,19.084999999999987,5.5423100561982075,0.0,1.93925301742881,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,17.19,514300.0,25430.0,-0.38280000000000003,309949.3416666667,12.188334316424172,204350.65833333333,8.035810394547122,0
CRDS,2005-02-14,-12.499997300000002,-10.5216497,-10.1105939,101510,2000-07-26,2000,2,1664,7.416979799999999,4.35,2005,2005,125276.0,2005-10-31,2005.0,26.486,0.936,22.371,0.0,2.23,,-8.145,19.693,,,19.922,0.0,30.4946,3577.0,10.0,25.844,-5.9220000000000015,-5.439,,13.993000000000002,3.2766162915047725,0.0,1.1513478818998717,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1.2,89936.0,25907.0,0.0697,82990.86666666667,3.2034147785025926,6945.133333333331,0.2680794122566616,0
CHTR,2005-02-15,0.59524464,12.08355672,11.16623497,102523,2002-07-17,2002,2,944,6.8501263,146.25,2005,2005,126136.0,2005-12-31,2005.0,16431.0,1080.0,-4920.0,19437.0,1499.0,19437.0,414.0,5254.0,-1.0,,-864.0,,507.8311,4841.0,12.0,-295.0,-569.0,400.0,,,9.706925073451833,1.182946868723754,0.03090688941634715,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1.69,6114543.0,304796.0,0.33,10507873.55,34.475103183768816,-4393330.550000001,-14.414003300568252,0
HTRN,2005-08-22,-6.934000900000001,-0.7173676,-0.8062375,102885,2003-07-25,2003,8,759,6.6320019,2.825,2005,2005,2589.0,2005-12-31,2005.0,482.732,12.7,241.482,129.213,13.304,140.38299999999998,76.391,267.694,,0.407,72.99600000000002,,266.7326,8093.0,12.0,17.761,55.23500000000002,43.665,21.353,,6.179461634233356,0.2676702601029142,0.5525479976467274,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,11.32,144814.0,34831.0,0.1656,333546.50833333336,9.576139310767228,-188732.50833333336,-5.418521097106984,0
WSTM,2008-03-13,-4.0540577,7.08715273,5.71168271,103495,2005-04-14,2005,3,1064,6.9697905,3.9,2008,2008,127177.0,2008-05-31,2007.0,28.387,0.5870000000000001,-1.969,19.276,3.602,19.819000000000006,-15.258,27.614,,0.127,-2.798,,22.6239,7372.0,5.0,-6.515,3.717,-11.116,-16.087,0.09999999999999952,3.3459312938903856,0.679043224010991,0.7969810124352698,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004.0,75.657,0.339,62.93899999999999,0.192,8.535,1.931,-15.784,26.819000000000006,-0.142,0.051,6.7189999999999985,,84.5948,-1264.0,1270.719,1033.0,-1278.358,,4.326209967348181,0.002537769142313335,1.1181357970842092,0.73,72640.0,52193.0,0.5127,85542.375,1.6389626003487057,-12902.375,-0.2472050849730807,0
ALTH,2008-02-21,-14.847160699999998,-27.922009600000006,-28.688537699999998,103091,2004-05-03,2004,2,1389,7.236339599999999,2.0,2008,2008,133424.0,2008-12-31,2008.0,89.34,1.097,79.465,0.0,0.393,,-53.639,0.0,,,77.982,0.0,497.1827,2836.0,12.0,51.958,26.024,-42.304,,,4.492449315923973,0.0,5.565062681889411,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004.0,26.173,0.056,23.863000000000003,0.0,0.53,,-22.331,0.0,,,22.745,0.0,74.8224,366.12,-343.375,-198.624,,,3.2647283450502904,0.0,2.8587628472089555,6.16,753804.0,67838.0,-1.2866999999999997,299830.76666666666,4.419805517065165,453973.23333333334,6.6920197136314945,0
ITMN,2005-05-06,7.37628342,4.89619053,5.0963867500000015,102836,2003-06-11,2003,5,695,6.5439119,10.4,2005,2005,133246.0,2005-12-31,2005.0,263.452,2.144,31.767,170.0,3.44,170.0,-59.816,110.496,-5.7,,185.295,,547.4952,2836.0,12.0,169.884,15.410999999999973,-50.452,,,5.573871188199832,0.6452788363724701,2.078159209267722,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,10.82,145962.0,32596.0,-0.1092,470992.4166666667,14.449393074814907,-325030.4166666667,-9.971481674643107,0
UTSI,2010-01-13,7.76254949,-2.0697558999999996,-2.7206221000000004,103307,2004-08-11,2004,1,1981,7.5913572,30.0,2010,2010,132525.0,2010-12-31,2010.0,784.283,3.449,240.929,0.0,5.806,,-62.352,291.535,0.481,6.395,213.736,0.0,319.9736,3663.0,12.0,94.591,119.14499999999998,-101.906,-185.535,117.12,6.664769924604387,0.0,0.407982322707492,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004.0,3316.005,135.575,1365.372,410.655,55.8,410.655,51.302,2703.581,,11.177,1117.497,,2535.8871,,,,,,8.106516024094821,0.12384028371489185,0.7647416394124857,2.3,441902.0,130192.0,0.8326,620787.0166666667,4.768242416328705,-178885.01666666672,-1.3740092837245508,0
UTSI,2009-05-14,38.9705858,32.80594114,37.93317921,103820,2007-09-04,2007,5,618,6.4264884,2.7917400000000003,2009,2009,132525.0,2009-12-31,2009.0,929.111,2.012,255.359,0.0,12.8,,-101.906,389.044,-11.1,9.243,94.591,0.0,284.9081,3663.0,12.0,312.072,-217.481,-143.719,117.12,-53.291000000000004,6.834228214991668,0.0,0.3066459228229996,ACCOUNTING (OPTION DATING),1,0,0,0,0,2007.0,1984.588,27.324,617.976,0.333,55.161,275.181,-181.93,2466.97,,11.953,389.75,,339.5343,793.544,-403.79400000000004,-137.851,237.748,-38.142,7.59316661490336,0.0001677930129578532,0.17108553513374058,1.6,455918.0,127917.0,1.0352000000000001,570423.9583333334,4.459328770478774,-114505.95833333337,-0.8951582536592742,0
SONS,2009-01-14,-7.643313,14.30020773,10.02185755,102501,2002-01-16,2002,1,2555,7.8458076,0.769586,2009,2009,135965.0,2009-12-31,2009.0,540.737,6.612,414.23800000000006,0.064,10.336,0.285,-7.874,227.496,,-0.97,352.409,,579.1866,7373.0,12.0,327.088,25.321000000000023,-24.188,-28.501000000000023,15.577000000000037,6.292933023859952,0.00011835698315447251,1.0711059165546284,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,1.4,1926309.0,272997.0,-3.3460000000000005,2664683.3583333334,9.760852164431599,-738374.3583333334,-2.70469770119574,0
SONS,2007-12-21,-16.455695300000002,-12.549581699999996,-11.302178800000002,102993,2004-02-11,2004,12,1409,7.2506356,40.0,2007,2007,135965.0,2007-12-31,2007.0,694.05,11.669,493.586,0.421,13.687,0.599,-27.097,320.31,-24.672,2.922,365.204,,1575.6683,7373.0,12.0,312.197,53.00700000000001,22.024,-81.008,-13.004000000000026,6.542544004021118,0.0006065845400187308,2.2702518550536706,ACCOUNTING AND INSIDER TRADING,1,1,0,0,0,2004.0,393.828,9.004,265.04,10.03,8.198,10.06,21.36,170.738,,0.441,271.584,,1417.9343,185.878,85.70600000000002,-72.559,-65.59300000000002,6.034000000000041,5.975914265759668,0.02546797078927857,3.6003897640594364,5.98,5272999.0,268357.0,1.6669999999999998,5511843.741666666,20.53922104385824,-238844.74166666623,-0.8900261281303123,0
MRVL,2009-06-09,-3.592806,-3.5443637999999997,-5.0831144,103671,2006-10-03,2006,6,980,6.8875527000000005,1.09231,2009,2009,137310.0,2009-01-31,2008.0,4414.2,73.243,3829.067,2.451,233.223,4.238,155.07299999999995,2950.563,14.5,17.232,1150.667,,4493.4685,3674.0,1.0,920.529,230.13799999999992,-97.734,67.68300000000005,-405.94199999999984,8.392581896166272,0.0005552535000679625,1.0179576140637034,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006.0,4527.7,180.696,3227.184,411.846,77.16,433.254,78.857,2237.553,,7.1320000000000014,636.849,,10744.0033,1167.126,-530.2769999999998,364.022,498.46599999999984,46.49299999999993,8.417969363271137,0.09096141528811537,2.3729494666166047,12.84,48304758.0,619142.0,0.3503,15255542.066666666,24.639811330303335,33049215.933333334,53.37905671612221,0
SPRT,2007-06-27,3.0534413700000003,-0.0069898,-0.0262223,103326,2004-10-01,2004,6,999,6.906755,10.7,2007,2007,133825.0,2007-12-31,2007.0,138.458,2.422,120.862,0.0,2.363,,-24.309,47.802,,0.274,109.28,0.0,204.7534,7370.0,12.0,118.238,-8.957999999999998,-13.314,-15.684000000000005,-10.925,4.930567030540615,0.0,1.4788123474266566,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004.0,150.205,0.7909999999999999,127.857,0.0,1.129,,9.784,60.617,,0.247,113.32,0.0,284.2222,94.865,18.455,-27.249,-8.58,-30.27499999999999,5.012001027724039,0.0,1.8922286208847905,5.38,74149.0,45502.0,0.9008999999999999,295217.3,6.488007120566128,-221068.3,-4.858430398663795,0
PMTR,2005-03-17,-3.2258044,41.286648340000006,32.13004865,102515,2002-05-03,2002,3,1049,6.955592599999999,12.0,2005,2005,138610.0,2005-03-31,2004.0,343.994,10.909,125.171,18.533,22.023000000000003,98.054,-22.695,689.916,,0.721,25.497,,53.31,3670.0,3.0,700.029,-674.5319999999999,76.596,662.23,-34.504999999999995,5.840624215360823,0.05387593969662261,0.15497363326104524,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1.2,125049.0,45162.0,0.1801,206964.65833333333,4.582716848973326,-81915.65833333333,-1.8138182173803934,0
STEC,2012-10-05,-5.7101004,8.54974059,7.88082813,104393,2009-11-03,2009,10,1067,6.9726062,35.75,2012,2012,134384.0,2012-12-31,2012.0,289.771,10.821,225.182,0.0,14.779000000000002,,-72.559,168.308,-15.188,-2.735,185.878,0.0,230.7487,3572.0,12.0,257.778,-71.90000000000003,25.389,6.034000000000041,41.363999999999976,5.669090955866232,0.0,0.7963139858716022,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2009.0,325.562,7.357,278.595,0.0,10.880999999999998,,97.425,354.18300000000005,,7.939,225.629,0.0,821.6406,127.554,98.07500000000002,20.31,-5.065000000000027,19.77,5.785552919700813,0.0,2.5237607583194595,6.72,151407.0,46724.0,-0.0322,598751.1833333333,12.814638800901749,-447344.18333333335,-9.574184216533974,0
AET,2005-05-10,5.1598434200000005,-5.1207481,-5.5412974,102156,2001-06-07,2001,5,1433,7.2675252000000015,5.0,2005,2005,1177.0,2005-12-31,2005.0,44364.6,,10104.9,1155.7,204.4,,,22530.1,,,,,26713.3075,6324.0,12.0,12504.9,,2048.6,,,10.700197133112487,0.02605004891287197,0.6021311473562254,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,77.3,1959100.0,290446.0,-1.0705,1765860.8333333333,6.079824935903174,193239.16666666674,0.6653187396854037,0
FLR,2005-03-29,2.4286453599999995,-3.9200894999999996,-4.2108035,100958,1997-02-18,1997,3,2961,7.9932823000000015,18.0,2005,2005,4818.0,2005-12-31,2005.0,4574.445,213.207,1630.558,92.023,104.124,422.023,303.905,13130.551,-11.6,114.804,768.887,,6728.4189,1600.0,12.0,959.333,-190.4460000000001,257.853,270.46400000000006,,8.42824065887538,0.020116757333403287,1.4708710892796832,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,53.63,1194500.0,83797.0,-0.7595999999999999,634020.8333333334,7.566151930657821,560479.1666666666,6.68853499130836,0
