tic,settledate,cret_st,car_st,bhar_st,number,classend,ceyr,month,gap,lgap,settleamt,year,styr,gvkey,date,fyear_st,at_st,capx_st,ceq_st,dltt_st,dp_st,dt_st,ebit_st,revt_st,setp_st,txpd_st,wcap,xintd_st,mkvalt_st,sic,f_month,wcap_1_st,dwcap_st,ebit_1_st,fcf_st,fcf_1_st,size_st,debtratio_st,m2b_st,classification,accounting,secondary market & trading,financial intermediatary,non-accounting disclsoure and misrepresentation,others,fyear_ce,at_ce,capx_ce,ceq_ce,dltt_ce,dp_ce,dt_ce,ebit_ce,revt_ce,setp_ce,txpd_ce,wcap_ce,xintd_ce,mkvalt_ce,wcap_1_ce,dwcap_ce,ebit_1_ce,fcf_ce,fcf_1_ce,size_ce,debtratio_ce,m2b_ce,prc,vol,shrout,sprtrn,vt,share turnover,abnormal volume,abnormal share turnover,skewness,news_st,news_ce,news_winner_st,news_winner_ce,confounding,inst_hhi,inst_pct
BRCD,10/24/2008,3.49999564,7.40043902,6.20782708,103440,5/15/2005,2005,10,1258,7.1372786,160,2008,2008,120774,10/31/2008,2008,3298.648,144.071,1282.24,1181.059,120.178,1224.665,192.161,1466.937,-160,9.618,239.7,0,1401.9047,3576,10,502.499,-262.799,118.977,421.449,71.789,8.101267967,0.358043356,0.424993725,ACCOUNTING (OPTION DATING),1,0,0,0,0,2005,985.681,27.267,508.847,0,46.203,278.883,64.12,574.12,0,3.193,309.736,0,1003.2654,434.162,-124.426,57.718,204.289,-363.698,6.893332773,0,1.017839849,3.09,16143446,371858,-3.4511,7445385.758,20.0221207,8698060.242,23.39081112,0,0,0,0,0,0,3.7548148,82.8028774
JNPR,4/12/2010,-3.4013641,-14.7688521,-15.4008305,103640,5/22/2006,2006,4,1421,7.2591162,169,2010,2010,121718,12/31/2010,2010,8467.851,185.291,6608.2,0,155.288,0,784.731,4093.266,0,155.7,1742.394,0,19396.9558,3576,12,1503.174,239.22,512.489,359.808,624.214,9.044032036,0,2.29065861,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006,7368.395,102.093,6115.084,399.944,173.49,399.944,323.539,2303.58,-20.5,64.005,1759.189,0,10781.292,1191.056,568.133,456.148,-237.202,188.936,8.904955187,0.054278306,1.463180516,31.6,5774800,523571,0.1767,7055262.683,13.475274,-1280462.683,-2.445633321,0,10,32,1,1,0,5.6019461,89.0652278
MDRX,3/16/2012,-5.9838206,-11.9418784,-12.0196565,104348,2/13/2008,2008,3,1493,7.3085427,10.15,2012,2012,181104,12/31/2012,2012,2384.464,80.166,1284.341,363.438,143.052,442.743,67.372,1463.125,0,7.04,54.446,0,1624.1493,7370,12,169.892,-115.446,172.544,238.664,228.629,7.77672964,0.15241916,0.681138109,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2007,179.268,1.167,110.649,0.548,16.192,1.63,44.736,383.771,0,0,-6.776,0,0,-33.875,27.099,6.192,0,0,5.188881893,0.003056876,0,17.96,5566435,190515,0.1119,2105930.317,11.05388193,3460504.683,18.16394868,0,0,0,0,0,0,4.4220203,88.238458
LAB,9/22/2008,-17.1628725,8.25249989,4.63099481,102895,10/15/2003,2003,9,1804,7.4977617,13,2008,2008,123097,12/31/2008,2008,3731.615,0,442.85,199.323,3.679,0,0,224.149,0,0,0,119.226,0,6211,12,0,0,297.653,0,0,8.224596395,0.053414674,0,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59,584800,61993,-3.8237,778865.8333,12.56377064,-194065.8333,-3.130447524,0,0,18,0,1,0,6.9952357,64.7678625
QSFT,11/19/2009,-1.8390787,-2.3832963,-2.4115036,103717,7/3/2006,2006,11,1235,7.1188264,0.50963,2009,2009,122921,12/31/2009,2009,1465.138,11.286,892.792,33.451,47.973,66.329,102.766,695.236,-19.025,15.077,185.433,0,1659.7168,7372,12,47.236,138.197,82.287,-13.821,217.599,7.289704715,0.022831296,1.132805783,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006,1161.537,16.639,818.913,0,36.59,0,64.523,561.589,0,26.413,241.65,0,1491.6484,107.958,133.692,81.916,-75.631,-4.896,7.057499407,0,1.284202225,17.01,614463,90365,-1.3426,1105360.533,12.23217544,-490897.5333,-5.432385695,0,6,13,1,1,0,3.0135099,67.1294001
INAP,8/5/2013,-10.4477594,-14.4561987,-13.8527818,104153,3/18/2008,2008,8,1966,7.5837564,9.5,2013,2013,124358,12/31/2013,2013,614.241,62.798,182.21,338.794,53.148,345.896,-1.854,283.342,0,0.344,19.916,0,406.253,7374,12,14.049,5.867,5.331,-17.715,-22.689,6.420387359,0.551565265,0.661390236,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2008,330.083,51.154,248.195,23.244,28.664,23.518,-1.892,253.989,0,0.361,58.653,0,125.56,76.963,-18.31,2.133,-6.433,-22.272,5.799344138,0.070418652,0.380389175,8.01,104635,53717,-0.148,238661.825,4.442947763,-134026.825,-2.495054173,0,0,0,0,0,0,8.5697312,77.8190226
MSO,3/16/2007,-3.9760425,3.35926363,2.99450218,102544,7/24/2002,2002,3,1696,7.436028,30,2007,2007,125237,12/31/2007,2007,255.267,5.032,155.529,0,7.562,0,9.914,327.89,0.432,1.1,92.449,0,495.0273,4888,12,72.811,19.638,-8.533,-8.294,19.085,5.542310056,0,1.939253017,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.19,514300,25430,-0.3828,309949.3417,12.18833432,204350.6583,8.035810395,0,0,0,0,0,0,8.327702,44.6201888
CRDS,2/14/2005,-12.4999973,-10.5216497,-10.1105939,101510,7/26/2000,2000,2,1664,7.4169798,4.35,2005,2005,125276,10/31/2005,2005,26.486,0.936,22.371,0,2.23,0,-8.145,19.693,0,0,19.922,0,30.4946,3577,10,25.844,-5.922,-5.439,0,13.993,3.276616292,0,1.151347882,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,89936,25907,0.0697,82990.86667,3.203414779,6945.133333,0.268079412,0,2,7,0,0,0,18.1221714,25.7125319
CHTR,2/15/2005,0.59524464,12.08355672,11.16623497,102523,7/17/2002,2002,2,944,6.8501263,146.25,2005,2005,126136,12/31/2005,2005,16431,1080,-4920,19437,1499,19437,414,5254,-1,0,-864,0,507.8311,4841,12,-295,-569,400,0,0,9.706925073,1.182946869,0.030906889,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,6114543,304796,0.33,10507873.55,34.47510318,-4393330.55,-14.4140033,0,4,14,1,1,0,3.5952636,68.4024691
HTRN,8/22/2005,-6.9340009,-0.7173676,-0.8062375,102885,7/25/2003,2003,8,759,6.6320019,2.825,2005,2005,2589,12/31/2005,2005,482.732,12.7,241.482,129.213,13.304,140.383,76.391,267.694,0,0.407,72.996,0,266.7326,8093,12,17.761,55.235,43.665,21.353,0,6.179461634,0.26767026,0.552547998,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.32,144814,34831,0.1656,333546.5083,9.576139311,-188732.5083,-5.418521097,0,6,1,1,0,0,4.4039907,77.8508127
WSTM,3/13/2008,-4.0540577,7.08715273,5.71168271,103495,4/14/2005,2005,3,1064,6.9697905,3.9,2008,2008,127177,5/31/2008,2007,28.387,0.587,-1.969,19.276,3.602,19.819,-15.258,27.614,0,0.127,-2.798,0,22.6239,7372,5,-6.515,3.717,-11.116,-16.087,0.1,3.345931294,0.679043224,0.796981012,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004,75.657,0.339,62.939,0.192,8.535,1.931,-15.784,26.819,-0.142,0.051,6.719,0,84.5948,-1264,1270.719,1033,-1278.358,0,4.326209967,0.002537769,1.118135797,0.73,72640,52193,0.5127,85542.375,1.6389626,-12902.375,-0.247205085,0,0,0,0,0,0,33.802247,54.1723401
ALTH,2/21/2008,-14.8471607,-27.9220096,-28.6885377,103091,5/3/2004,2004,2,1389,7.2363396,2,2008,2008,133424,12/31/2008,2008,89.34,1.097,79.465,0,0.393,0,-53.639,0,0,0,77.982,0,497.1827,2836,12,51.958,26.024,-42.304,0,0,4.492449316,0,5.565062682,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004,26.173,0.056,23.863,0,0.53,0,-22.331,0,0,0,22.745,0,74.8224,366.12,-343.375,-198.624,0,0,3.264728345,0,2.858762847,6.16,753804,67838,-1.2867,299830.7667,4.419805517,453973.2333,6.692019714,0,0,22,0,1,0,9.0461615,56.107914
ITMN,5/6/2005,7.37628342,4.89619053,5.09638675,102836,6/11/2003,2003,5,695,6.5439119,10.4,2005,2005,133246,12/31/2005,2005,263.452,2.144,31.767,170,3.44,170,-59.816,110.496,-5.7,0,185.295,0,547.4952,2836,12,169.884,15.411,-50.452,0,0,5.573871188,0.645278836,2.078159209,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.82,145962,32596,-0.1092,470992.4167,14.44939307,-325030.4167,-9.971481675,0,8,25,1,1,0,5.9212569,80.8339011
UTSI,1/13/2010,7.76254949,-2.0697559,-2.7206221,103307,8/11/2004,2004,1,1981,7.5913572,30,2010,2010,132525,12/31/2010,2010,784.283,3.449,240.929,0,5.806,0,-62.352,291.535,0.481,6.395,213.736,0,319.9736,3663,12,94.591,119.145,-101.906,-185.535,117.12,6.664769925,0,0.407982323,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004,3316.005,135.575,1365.372,410.655,55.8,410.655,51.302,2703.581,0,11.177,1117.497,0,2535.8871,0,0,0,0,0,8.106516024,0.123840284,0.764741639,2.3,441902,130192,0.8326,620787.0167,4.768242416,-178885.0167,-1.374009284,0,0,0,0,0,0,5.9589955,51.4944699
UTSI,5/14/2009,38.9705858,32.80594114,37.93317921,103820,9/4/2007,2007,5,618,6.4264884,2.79174,2009,2009,132525,12/31/2009,2009,929.111,2.012,255.359,0,12.8,0,-101.906,389.044,-11.1,9.243,94.591,0,284.9081,3663,12,312.072,-217.481,-143.719,117.12,-53.291,6.834228215,0,0.306645923,ACCOUNTING (OPTION DATING),1,0,0,0,0,2007,1984.588,27.324,617.976,0.333,55.161,275.181,-181.93,2466.97,0,11.953,389.75,0,339.5343,793.544,-403.794,-137.851,237.748,-38.142,7.593166615,0.000167793,0.171085535,1.6,455918,127917,1.0352,570423.9583,4.45932877,-114505.9583,-0.895158254,0,0,0,0,0,0,5.8343774,48.8976526
SONS,1/14/2009,-7.643313,14.30020773,10.02185755,102501,1/16/2002,2002,1,2555,7.8458076,0.769586,2009,2009,135965,12/31/2009,2009,540.737,6.612,414.238,0.064,10.336,0.285,-7.874,227.496,0,-0.97,352.409,0,579.1866,7373,12,327.088,25.321,-24.188,-28.501,15.577,6.292933024,0.000118357,1.071105917,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1926309,272997,-3.346,2664683.358,9.760852164,-738374.3583,-2.704697701,0,15,11,1,0,0,7.3750357,45.7220194
SONS,12/21/2007,-16.4556953,-12.5495817,-11.3021788,102993,2/11/2004,2004,12,1409,7.2506356,40,2007,2007,135965,12/31/2007,2007,694.05,11.669,493.586,0.421,13.687,0.599,-27.097,320.31,-24.672,2.922,365.204,0,1575.6683,7373,12,312.197,53.007,22.024,-81.008,-13.004,6.542544004,0.000606585,2.270251855,ACCOUNTING AND INSIDER TRADING,1,1,0,0,0,2004,393.828,9.004,265.04,10.03,8.198,10.06,21.36,170.738,0,0.441,271.584,0,1417.9343,185.878,85.706,-72.559,-65.593,6.034,5.975914266,0.025467971,3.600389764,5.98,5272999,268357,1.667,5511843.742,20.53922104,-238844.7417,-0.890026128,0,0,22,0,1,0,9.2046403,61.7720579
MRVL,6/9/2009,-3.592806,-3.5443638,-5.0831144,103671,10/3/2006,2006,6,980,6.8875527,1.09231,2009,2009,137310,1/31/2009,2008,4414.2,73.243,3829.067,2.451,233.223,4.238,155.073,2950.563,14.5,17.232,1150.667,0,4493.4685,3674,1,920.529,230.138,-97.734,67.683,-405.942,8.392581896,0.000555254,1.017957614,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006,4527.7,180.696,3227.184,411.846,77.16,433.254,78.857,2237.553,0,7.132,636.849,0,10744.0033,1167.126,-530.277,364.022,498.466,46.493,8.417969363,0.090961415,2.372949467,12.84,48304758,619142,0.3503,15255542.07,24.63981133,33049215.93,53.37905672,0,15,26,1,1,0,5.8727994,72.6363383
SPRT,6/27/2007,3.05344137,-0.0069898,-0.0262223,103326,10/1/2004,2004,6,999,6.906755,10.7,2007,2007,133825,12/31/2007,2007,138.458,2.422,120.862,0,2.363,0,-24.309,47.802,0,0.274,109.28,0,204.7534,7370,12,118.238,-8.958,-13.314,-15.684,-10.925,4.930567031,0,1.478812347,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004,150.205,0.791,127.857,0,1.129,0,9.784,60.617,0,0.247,113.32,0,284.2222,94.865,18.455,-27.249,-8.58,-30.275,5.012001028,0,1.892228621,5.38,74149,45502,0.9009,295217.3,6.488007121,-221068.3,-4.858430399,0,0,0,0,0,0,4.820705,80.7581893
PMTR,3/17/2005,-3.2258044,41.28664834,32.13004865,102515,5/3/2002,2002,3,1049,6.9555926,12,2005,2005,138610,3/31/2005,2004,343.994,10.909,125.171,18.533,22.023,98.054,-22.695,689.916,0,0.721,25.497,0,53.31,3670,3,700.029,-674.532,76.596,662.23,-34.505,5.840624215,0.05387594,0.154973633,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,125049,45162,0.1801,206964.6583,4.582716849,-81915.65833,-1.813818217,0,2,10,0,0,0,14.8378157,57.2921036
STEC,10/5/2012,-5.7101004,8.54974059,7.88082813,104393,11/3/2009,2009,10,1067,6.9726062,35.75,2012,2012,134384,12/31/2012,2012,289.771,10.821,225.182,0,14.779,0,-72.559,168.308,-15.188,-2.735,185.878,0,230.7487,3572,12,257.778,-71.9,25.389,6.034,41.364,5.669090956,0,0.796313986,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2009,325.562,7.357,278.595,0,10.881,0,97.425,354.183,0,7.939,225.629,0,821.6406,127.554,98.075,20.31,-5.065,19.77,5.78555292,0,2.523760758,6.72,151407,46724,-0.0322,598751.1833,12.8146388,-447344.1833,-9.574184217,0,4,43,1,1,0,5.0970318,51.5228735
AET,5/10/2005,5.15984342,-5.1207481,-5.5412974,102156,6/7/2001,2001,5,1433,7.2675252,5,2005,2005,1177,12/31/2005,2005,44364.6,0,10104.9,1155.7,204.4,0,0,22530.1,0,0,0,0,26713.3075,6324,12,12504.9,0,2048.6,0,0,10.70019713,0.026050049,0.602131147,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.3,1959100,290446,-1.0705,1765860.833,6.079824936,193239.1667,0.66531874,0,14,21,1,1,0,3.0041208,169.8063866
FLR,3/29/2005,2.42864536,-3.9200895,-4.2108035,100958,2/18/1997,1997,3,2961,7.9932823,18,2005,2005,4818,12/31/2005,2005,4574.445,213.207,1630.558,92.023,104.124,422.023,303.905,13130.551,-11.6,114.804,768.887,0,6728.4189,1600,12,959.333,-190.446,257.853,270.464,0,8.428240659,0.020116757,1.470871089,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.63,1194500,83797,-0.7596,634020.8333,7.566151931,560479.1667,6.688534991,0,4,17,1,1,0,6.3418817,98.1699942
BLUD,5/14/2007,-3.6126774,-8.3879572,-8.7072019,103505,8/29/2005,2005,5,623,6.4345465,2.5,2007,2007,11914,5/31/2007,2006,275.478,10.893,219.448,0,6.5,0,92.663,223.678,0,23.235,162.865,0,2181.7675,2835,5,92.883,69.982,65.729,-4.947,21.514,5.618507771,0,7.919933715,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004,157.613,6.593,117.432,2.991,7.1,7.607,37.552,144.786,-0.2,5.353,70.945,0,1525.5763,713.645,-642.7,94.558,675.406,-71.744,5.060142661,0.018976861,9.679254249,31.81,867729,68882,-0.1793,835450.5,12.12872013,32278.5,0.468605732,0,0,18,0,1,0,3.0578419,88.0582684
TASR,10/11/2006,19.58224515,15.83215069,16.4166451,103335,1/6/2005,2005,10,643,6.4661446,20,2006,2006,143912,12/31/2006,2006,119.838,1.84,99.329,0.031,2.097,0.076,10.793,67.718,-17.65,0.229,37.813,0,471.3634,3480,12,34.872,2.941,1.551,7.88,11.7,4.786140831,0.000258683,3.93333834,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2005,112.338,7.812,103.866,0.076,1.712,0.119,1.551,47.694,0,-0.02,34.872,0,431.1016,51.101,-16.229,30.481,11.7,-1.789,4.721512184,0.00067653,3.83754028,9.05,1298537,61922,-0.2564,1115955.15,18.02194939,182581.85,2.94857805,0,6,19,1,1,0,4.5902695,34.4632247
BEL,11/16/2005,0.67567506,9.55656556,8.8826712,103178,7/22/2004,2004,11,482,6.1779442,9.75,2005,2005,138861,12/31/2005,2005,1415.562,110.088,673.4,496.156,34.087,568.307,57.161,430.647,2.5,10.124,-54.493,0,1241.888,7011,12,-0.047,-54.446,38.914,25.482,20.359,7.255281904,0.350501073,0.87731092,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004,1265.591,65.104,544.99,537.461,28.349,583.706,38.914,357.284,0,4.071,-0.047,0,704.5225,22.224,-22.271,-1.738,20.359,13.923,7.143294486,0.424671952,0.556674708,3.03,8900,21427,0.179,38465.83333,1.795203871,-29565.83333,-1.379840077,0,0,0,0,0,0,15.0968783,24.3059224
AGP,11/13/2006,20.93352115,18.40828803,19.6990021,103515,9/28/2005,2005,11,411,6.0185933,5,2006,2006,145367,12/31/2006,2006,1345.695,0,768.585,0.415,18.255,0,0,2835.089,0,0,0,0,0,6324,12,93.259,0,87.319,0,0,7.204665887,0.000308391,0,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2005,1093.588,0,641.554,1.175,20.918,0,0,2329.909,0,0,0,0,1003.4938,140.182,0,141.969,0,0,6.997219312,0.001074445,0.917615958,31.88,1063200,52009,0.2549,719826.6667,13.84042505,343373.3333,6.602190646,0,4,11,1,0,0,4.0417405,101.4722394
LAVA,6/6/2008,3.68272291,11.74193832,11.30790388,103461,4/12/2005,2005,6,1151,7.0483866,13.5,2008,2008,143668,3/31/2008,2007,244.296,7.208,107.228,48.518,40.16,63.734,-17.63,214.419,-1.633,1.488,19.217,0,416.0366,7372,3,17.134,2.083,-51.176,11.751,54.237,5.498380605,0.198603334,1.703002096,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2005,284.064,6.485,113.902,105.5,44.991,105.5,-25.329,164.044,-0.75,0.859,76.227,0,307.7324,133.331,-57.104,-0.514,69.422,-61.094,5.649199565,0.371395179,1.08332066,7,503781,44007,-3.0889,574338.35,13.05106801,-70557.35,-1.603321063,0,8,14,1,1,0,4.46747,80.9216174
CNC,10/18/2010,-1.4248698,-5.9230703,-6.2794504,102574,7/15/2002,2002,10,3017,8.0120182,41.5,2010,2010,145552,12/31/2010,2010,1943.882,0,793.939,327.824,41.25,0,0,4463.528,0,0,0,17.992,1257.2948,6324,12,-99.774,0,138.135,0,0,7.572442284,0.168643981,0.646795845,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.72,179300,51670,0.7244,455813.3333,8.821624411,-276513.3333,-5.351525708,0,0,0,0,0,0,4.2200924,97.9457577
EPAX,7/13/2011,-0.4530008,-4.6333187,-4.5658193,104333,10/23/2007,2007,7,1359,7.2145042,7.5,2011,2011,147307,12/31/2011,2011,114.1,3.101,76.957,0,4.742,0,4.255,66.438,0,0.3,38.972,0,79.3219,4700,12,45.283,-6.311,10.799,11.907,14.144,4.737075257,0,0.695196319,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2007,121.704,19.271,72.4,0.011,2.532,0.198,42.128,114.533,0,13.3,43.427,0,354.2253,70.456,-27.029,34.123,39.118,9.157,4.801591867,9.04E-05,2.910547722,8.84,27312,17713,0.3106,63829.625,3.60354683,-36517.625,-2.061628465,0,2,16,0,1,0,6.0758281,65.7393164
RRGB,5/24/2007,8.85980454,5.60375192,5.59343955,103498,8/11/2005,2005,5,651,6.4785094,1.5,2007,2007,148470,12/31/2007,2007,548.789,77.798,284.442,141.938,43.659,153.746,56.045,763.472,-1.653,13.227,-48.629,0,536.8242,5812,12,-40.879,-7.75,49.283,16.429,-12.833,6.307714032,0.258638566,0.978197814,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2005,334.421,83.825,204.859,55.663,26.115,58.524,45.833,486.023,0,13.17,-29.429,0,838.9545,-19.899,-9.53,37.616,-15.517,177.817,5.812400678,0.166445887,2.508677685,39.52,486797,16630,-0.9703,271860.325,16.34758419,214936.675,12.9246347,0,19,23,1,1,0,5.3653461,108.5779824
LF,4/7/2008,6.16798187,-12.6497969,-14.6958874,102926,10/21/2003,2003,4,1630,7.3963351,2.3,2008,2008,148410,12/31/2008,2008,307.332,11.434,179.926,0,11.044,0.021,-52.406,459.059,0,-5.654,140.044,0,223.188,3944,12,203.017,-62.973,-85.67,15.831,-19.591,5.727928596,0,0.726211394,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58,266700,35891,0.1562,415254.9833,11.56989171,-148554.9833,-4.139059467,0,0,28,0,1,0,7.9094692,90.7409378
IIH,6/1/2009,-8.1196504,-14.267264,-14.6392212,102822,4/8/2002,2002,6,2611,7.8674884,0.788024,2009,2009,132366,12/31/2009,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,6726,12,0,0,0,0,0,0,0,0,FAILURE OF DISCLOSURE (ANALYSTS' MALPRACTICES),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,11300,8841,2.5818,13478.33333,1.524525883,-2178.333333,-0.246389926,0,0,0,0,0,0,72.3884761,21.2952833
ARB,5/14/2012,-5.0294303,-7.4777375,-7.41563,103993,11/26/2007,2007,5,1631,7.3969488,7,2012,2012,142748,12/31/2012,2012,269.092,22.672,153.409,0,30.734,0,88.232,449.858,0,38.3,53.9,0,1242.8083,8700,12,16.25,37.65,85.806,20.344,3.811,5.595053329,0,4.618525634,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2007,180.543,25.333,48.2,7,12.55,12,60.113,338.469,0,19.3,-45.841,0,1176.8467,-4.56,-41.281,76.862,69.311,104.421,5.195968977,0.038771927,6.518373462,35.96,228000,26805,-1.1113,215229.1667,8.029441025,12770.83333,0.476434745,0,4,25,1,1,0,5.4455201,99.777922
CRI,12/21/2011,-2.8536281,-10.0319814,-10.0050135,104109,7/24/2007,2007,12,1611,7.3846102,20,2011,2011,150278,12/31/2011,2011,1402.709,45.495,805.709,236,32.735,236,192.95,2147.008,0,61.6,629.394,0,2332.667,2300,12,532.891,96.503,243.256,22.087,135.616,7.246160646,0.168245873,1.662972862,ACQUISITION RELATED FRAUD,0,0,0,0,0,2007,974.668,21.876,382.129,338.026,29.919,341.529,156.262,1442.984,0,32.393,326.891,0,1115.7791,265.904,60.987,165.202,70.925,97.104,6.8820969,0.346811427,1.144778632,38.97,552200,58595,0.195,809140,13.80902807,-256940,-4.385015786,0,2,8,0,0,0,4.2148751,101.4644662
QLTY,7/1/2005,13.01369159,11.62239564,12.20670956,103004,2/2/2004,2004,7,515,6.2441669,8.15,2005,2005,148313,12/31/2005,2005,382.621,14.876,-22.11,287.601,16.714,289.116,41.227,678.076,-1.039,3.459,50.439,0,151.6691,4213,12,12.424,38.015,28.743,1.591,177.87,5.947044943,0.751660259,0.396395127,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004,379.298,9.916,-34.1,275.15,22.493,276.55,28.743,622.015,-8.314,1.464,12.424,0,160.8711,150.438,-138.014,-171.873,177.87,-161.692,5.938322176,0.725419064,0.424128522,8.84,24880,19007,0.2611,85049.23333,4.474626892,-60169.23333,-3.165635468,0,1,11,0,0,0,39.0410782,89.6937001
TNS,4/1/2008,23.93114614,8.63873313,9.31039965,103591,2/22/2006,2006,4,769,6.6450911,3.6,2008,2008,157118,12/31/2008,2008,361.914,0,102.815,178.5,49.92,0,0,344.255,0,0,0,10.868,235.2477,7374,12,32.844,0,13.326,0,0,5.891406615,0.493211094,0.650009947,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2006,381.677,0,179.265,121.663,45.928,0,0,283.769,0,0,0,9.261,0,33.114,0,21.547,0,0,5.944574701,0.318759055,0,21.4,376800,24222,3.5896,207704.7917,8.575047133,169095.2083,6.981058886,0,0,10,0,0,0,3.937059,100.2676369
MGI,3/9/2010,11.9133546,4.25719348,4.2376531,103970,1/14/2008,2008,3,785,6.6656837,80,2010,2010,5342,12/31/2010,2010,5115.736,0,-942.482,639.946,48.074,0,0,1168.768,0,0,0,98.633,0,6099,12,0,0,126.334,0,0,8.540076559,0.125093633,0,CREDIT CRISIS (OTHER),0,0,1,0,0,2008,6642.296,0,-781.736,978.881,59.691,0,0,911.088,0,0,0,94.62,0,0,0,-975.857,0,0,8.801212966,0.147370879,0,3.13,590000,82515,0.1713,449872.5,5.452008726,140127.5,1.698206387,0,1,19,0,1,0,15.141223,71.5073684
MNKD,8/6/2012,-9.0196087,-25.9314097,-27.6857554,104633,1/19/2011,2011,8,565,6.3368258,16,2012,2012,160340,12/31/2012,2012,251.314,0.637,-110.679,217.218,13,331.661,-140.535,0.035,-6.492,0,-77.965,21.93,660.7409,2834,12,-19.539,-58.426,-126.683,-69.746,-43.582,5.526703153,0.864329086,2.629144815,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2011,199.553,6.858,-313.652,487.845,14.6,487.845,-126.683,0.05,0,0,-19.539,22.224,328.8075,55.82,-75.359,-152.498,-43.582,-192.573,5.296079865,2.44468888,1.647720155,2.19,1249607,199384,0.2329,1924649.642,9.652979385,-675042.6417,-3.385640983,0,7,23,1,1,0,11.1045784,18.2623649
