Litigation Name ,Filing Date ,Class Start Date ,Class End Date ,Nature of Case  ,Status,Case Status Date ,Accounting,Secondary Market & Trading,Financial Intermediatary,Non-Accounting disclsoure and misrepresentation,Others
First Merchants Acceptance Corporation,4/18/1997,4/18/1996,4/16/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,4/27/2000,0,0,0,1,0
"Donna Karan International, Inc.",4/21/1997,9/30/1996,3/5/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,12/15/1998,0,0,0,1,0
"HFS Inc. : Amre, Inc. Common Stock",4/23/1997,2/28/1996,1/17/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/15/2000,0,0,0,1,0
Aura Systems,4/28/1997,1/18/1995,4/25/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,5/26/1999,0,0,0,1,0
"EIS International, Inc.",4/29/1997,11/28/1995,3/31/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/28/2006,0,0,0,1,0
Diana Corporation,4/30/1997,11/1/1995,3/7/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,6/9/1999,1,0,0,0,0
"SI Management L.P. : Synthetic Industries, L.P.",5/1/1997,3/21/1997,5/1/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/4/2009,0,0,0,1,0
Brooktree Corporation,5/5/1997,2/13/1995,2/7/1996,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/12/2002,0,0,0,1,0
"USA Detergents, Inc.",5/5/1997,2/7/1997,4/24/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,12/17/1998,1,0,0,0,0
Photran Corporation,5/7/1997,5/29/1996,3/24/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,3/17/1999,1,0,0,0,0
"Arthur Andersen, LLP : Discovery Zone, Inc.",5/9/1997,3/31/1994,9/15/1995,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,10/4/1999,1,0,0,0,0
Delgratia Mining Corporation,5/9/1997,11/18/1996,4/11/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,8/6/1999,1,0,0,0,0
"Videolan Technologies, Inc.",5/9/1997,11/7/1995,5/28/1996,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,9/29/2000,0,0,0,1,0
Air Products & Chemicals Inc. : Nonstatutory Stock Options in the Long-Term Incentive Plan,5/14/1997,12/29/1993,5/13/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,10/27/1998,0,0,0,1,0
"United Auto Group, Inc.",5/14/1997,10/23/1996,2/26/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,7/17/1998,0,0,0,1,0
"American Image Motor Co., Inc.",5/16/1997,9/23/1996,3/13/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,5/8/2003,0,0,0,1,0
"The Brazilian Equity Fund, Inc.",5/16/1997,6/7/1996,7/17/1996,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,4/14/2003,0,0,0,1,0
Shiva Corporation,5/21/1997,9/10/1996,3/31/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,10/29/1999,0,0,0,1,0
"Itron, Inc.",5/23/1997,9/11/1995,10/22/1996,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,11/22/1999,0,0,0,1,0
"Nuko Information Systems, Inc.",5/23/1997,4/24/1997,5/20/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,3/25/2002,1,0,0,0,0
Avant! Corporation,5/30/1997,3/29/1996,4/11/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,6/21/2001,1,0,0,0,0
"Electroscope, Inc.",6/4/1997,6/25/1996,2/7/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,3/24/1998,1,0,0,0,0
"Veterinary Centers of America, Inc.",6/9/1997,2/15/1996,11/14/1996,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,10/28/1998,0,0,0,1,0
"California Amplifier, Inc.",6/11/1997,9/12/1995,8/8/1996,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,9/23/1998,0,0,0,1,0
"NTN Communications, Inc.",6/11/1997,6/19/1992,4/16/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,4/3/2000,1,0,0,0,0
"StorMedia, Inc.",6/19/1997,11/27/1995,8/9/1996,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,11/30/2000,0,0,0,1,0
Transitional Hospitals Corporation,6/19/1997,2/26/1997,5/4/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,3/23/1999,1,0,0,0,0
"Boston Chicken, Inc. : Common Stock, Liquid Yield Option Notes, Zero-Coupon Notes, Debentures",6/23/1997,8/13/1996,5/30/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,8/1/2006,1,0,0,0,0
"Just for Feet, Inc.",6/27/1997,6/17/1996,3/18/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,9/29/2000,1,0,0,0,0
Polyphase Corporation,6/27/1997,5/21/1996,6/16/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,6/3/2003,0,0,0,1,0
Advanta Corporation,6/30/1997,8/13/1996,3/17/1997,ACCOUNTING AND INSIDER TRADING,DISMISSED,9/11/2000,1,1,0,0,0
"Quality Systems, Inc.",7/1/1997,6/26/1995,7/3/1996,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,4/14/2003,0,0,0,1,0
Coeur D'Alene Mines Corporation,7/2/1997,1/9/1995,7/11/1996,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,7/19/1999,0,0,0,1,0
"UroHealth Systems, Inc.",7/2/1997,7/18/1996,6/27/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,6/7/2000,0,0,0,1,0
"Minorca Resources, Inc. : Warrants",7/7/1997,3/13/1997,7/7/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,4/1/1998,0,0,0,1,0
Streamlogic Corporation,7/7/1997,5/7/1996,11/21/1996,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,8/16/1999,0,0,0,1,0
"Lumisys, Inc.",7/10/1997,11/15/1995,7/11/1996,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,11/7/2001,0,0,0,1,0
"FORE Systems, Inc.",7/11/1997,10/17/1996,4/1/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/23/2003,0,0,0,1,0
"Cellular Technical Services Company, Inc.",7/15/1997,11/14/1996,6/30/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,5/24/1999,1,0,0,0,0
"Geographics, Inc.",7/17/1997,8/6/1996,6/12/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,11/2/1998,0,0,0,1,0
The Greater New York Savings Bank,7/18/1997,7/18/1997,7/18/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,11/29/2000,0,0,0,1,0
"Gulf South Medical Supply, Inc.",7/21/1997,5/2/1996,7/22/1996,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,5/20/1999,0,0,0,1,0
"The Bear Stearns Companies, Inc. : A.R. Baron & Company Shares of Various Companies",7/21/1997,7/20/1995,6/28/1996,BROKER-MARKET MANIPULATION,SETTLED,11/13/2002,0,1,0,0,0
Ancor Communications,7/24/1997,5/15/1996,3/14/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,2/9/1999,0,0,0,1,0
"Mafco Holdings, Inc. : Marvel Bonds secured by the stock of Marvel Entertainment Group",7/24/1997,10/8/1996,11/12/1996,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,7/20/1999,0,0,0,1,0
PowerCerv Corporation,7/24/1997,3/1/1996,7/24/1996,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/16/2002,0,0,0,1,0
Einstein Noah Bagel Corporation,7/25/1997,8/2/1996,7/15/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,6/9/1999,1,0,0,0,0
"Marafund, Ltd. :  Maratech Corporation Stock",8/1/1997,3/1/1991,8/1/1997,SECURITIES AND RICO VIOLATIONS,DISMISSED,4/14/2000,0,0,0,0,1
"PLC Systems, Inc.",8/1/1997,8/15/1996,7/25/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,2/12/2001,1,0,0,0,0
"Bristol Technology Systems, Inc.",8/7/1997,11/13/1996,5/2/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,11/18/1999,0,0,0,1,0
Citizens Utilities Co. : Series A and Series B Common Stock,8/14/1997,9/5/1996,7/11/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,2/1/2001,0,0,0,1,0
Dove Entertainment Inc.,8/20/1997,7/25/1995,8/20/1996,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,1/25/1999,0,0,0,1,0
Chesapeake Energy Corporation,8/21/1997,1/25/1996,6/27/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,3/3/2000,1,0,0,0,0
"Retirement Care Associates, Inc.",8/25/1997,10/1/1996,8/22/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,7/23/1999,1,0,0,0,0
"Gabelli Group Capital Partners : Gabelli Global Multimedia Trust, Inc. ",8/28/1997,3/3/1997,8/28/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,1/12/1999,0,0,0,1,0
MCI Communications Corporation,8/28/1997,8/14/1997,8/20/1997,MERGER RELATED FRAUD,SETTLED,11/16/2006,0,0,1,0,0
"National TechTeam, Incorporated",8/28/1997,9/27/1996,7/22/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,8/12/1999,1,0,0,0,0
Aames Financial Corporation,9/9/1997,1/23/1996,4/30/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,2/23/1999,0,0,0,1,0
Ceridian Corporation,9/9/1997,8/14/1996,8/26/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,4/3/2000,1,0,0,0,0
"Equisure, Inc.",9/11/1997,12/5/1996,8/1/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,5/12/1998,0,0,0,1,0
Fluor Corporation,9/12/1997,5/22/1996,2/18/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,6/29/2005,0,0,0,1,0
"H.J. Meyers, Inc. : Palomar Medical Technologies",9/12/1997,4/29/1996,3/26/1997,BROKER-MARKET MANIPULATION,SETTLED,3/6/2008,0,1,0,0,0
American Home Products Corporation (now Wyeth),9/18/1997,3/1/1997,9/16/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,12/1/2000,0,0,0,1,0
"Miller Industries, Inc.",9/19/1997,11/6/1996,9/11/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,2/6/2001,0,0,0,1,0
"Apple South, Inc.",9/22/1997,5/26/1995,9/24/1996,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,1/27/2003,0,0,0,1,0
Mossimo Inc.,9/23/1997,2/22/1996,1/14/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,3/21/2000,0,0,0,1,0
"Input/Output, Inc.",9/24/1997,9/17/1996,3/18/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,12/31/1998,1,0,0,0,0
TCSI Corporation,9/24/1997,10/11/1995,9/25/1996,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,10/21/1999,0,0,0,1,0
"MacRomedia, Inc.",9/25/1997,4/18/1996,1/9/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,6/28/2000,1,0,0,0,0
PictureTel Corporation,9/25/1997,10/17/1996,9/18/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,11/9/1999,1,0,0,0,0
Cityscape Financial Corporation,10/1/1997,11/4/1996,8/13/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/16/2001,1,0,0,0,0
"Rohr, Inc.",10/6/1997,9/15/1997,9/22/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,1/5/1998,0,0,0,1,0
"Interneuron Pharmaceuticals, Inc.",10/7/1997,3/1/1997,9/15/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,2/3/2000,0,0,0,1,0
"Aviation Distributors, Inc.",10/8/1997,3/4/1997,9/2/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,3/19/1999,1,0,0,0,0
"First USA Paymentech, Inc.",10/10/1997,4/15/1997,9/24/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/5/2001,1,0,0,0,0
"Oakley, Inc.",10/10/1997,3/22/1996,12/5/1996,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/19/2000,0,0,0,1,0
Rational Software Corporation,10/10/1997,10/8/1997,10/8/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,10/16/1998,0,0,0,1,0
"Children's Place Retail Stores, Inc.",10/21/1997,9/19/1997,10/13/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,5/26/2000,0,0,0,1,0
Deloitte & Touche LLP : Medaphis Corp.,10/21/1997,2/6/1996,10/21/1996,BROKER-MARKET MANIPULATION,SETTLED,11/22/2000,0,1,0,0,0
"NextLevel Systems, Inc.",10/21/1997,7/28/1997,10/16/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,3/15/2001,1,0,0,0,0
Children's Wonderland,10/22/1997,5/6/1996,4/10/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,10/19/1998,1,0,0,0,0
"ICT Group, Inc.",10/23/1997,6/14/1996,10/24/1996,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,12/13/2002,1,0,0,0,0
IQ Software Corporation,10/23/1997,5/8/1996,2/3/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,9/9/2004,1,0,0,0,0
"Coastal Physician Group, Inc.",10/24/1997,8/14/1995,8/29/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,12/8/1999,0,0,0,1,0
"Cabletron Systems, Inc.",10/27/1997,3/3/1997,10/27/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,1/24/2007,0,0,0,1,0
"Oxford Health Plans, Inc. Common Stock and Option",10/28/1997,11/6/1996,10/24/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,6/12/2003,0,0,0,1,0
"Phoenix Shannon, PLC : American Depository Receipt (ADR's)",10/30/1997,10/12/1994,11/6/1996,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,5/2/2001,1,0,0,0,0
The Boeing Company,10/31/1997,7/21/1997,10/22/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,2/21/2002,1,0,0,0,0
"Waste Management, Inc.",11/3/1997,10/10/1996,10/30/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,10/6/1999,1,0,0,0,0
Aetna Inc.,11/5/1997,5/6/1997,9/29/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,1/5/2001,0,0,0,1,0
S3 Incorporated (n/k/a SONICblue),11/5/1997,7/15/1996,11/3/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,2/19/2002,1,0,0,0,0
"Sync Research, Inc.",11/5/1997,11/18/1996,3/20/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,7/17/2000,0,0,0,1,0
TriTeal Corporation,11/7/1997,9/3/1996,10/2/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,3/23/1999,1,0,0,0,0
"Medical Resources, Inc.",11/14/1997,5/15/1997,11/7/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,8/12/1999,1,0,0,0,0
"Teletek, Inc.",11/17/1997,3/20/1994,3/20/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,7/11/2003,1,0,0,0,0
Pegasystems Inc.,11/18/1997,7/2/1997,11/14/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,12/19/2000,1,0,0,0,0
"Semiconductor Packaging Materials Co., Inc.",11/18/1997,11/25/1996,12/30/1996,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,5/5/1998,0,0,0,1,0
Union Pacific Corporation,11/18/1997,3/4/1997,10/1/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/14/2000,0,0,0,1,0
Physician Corporation of America,11/19/1997,5/6/1996,3/31/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,12/1/2003,0,0,0,1,0
Caribbean Cigar Company,11/26/1997,8/14/1997,11/14/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,8/15/2001,1,0,0,0,0
"HealthTech International, Inc",11/26/1997,3/6/1996,11/25/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,11/27/2001,0,0,0,1,0
"PacifiCare Health Systems, Inc.",12/1/1997,2/14/1997,11/24/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,3/25/2002,0,0,0,1,0
"Ascend Communications, Inc.",12/2/1997,11/5/1996,9/30/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,9/6/2000,0,0,0,1,0
Green Tree Financial Corporation,12/2/1997,1/27/1997,11/13/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,12/18/2003,1,0,0,0,0
"MedPartners, Inc. : Common Stock of Talbert Medical Management Corporation : Threshold Appreciation Price Securities",12/2/1997,8/20/1997,9/19/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,11/1/1999,0,0,0,1,0
"Silicon Graphics, Inc.",12/2/1997,7/24/1997,10/6/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/4/2002,1,0,0,0,0
3Com Corporation 97,12/5/1997,5/19/1997,11/6/1997,INSIDER TRADING,SETTLED,2/28/2001,0,1,0,0,0
Anchor Gaming Corporation,12/5/1997,10/14/1997,12/3/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,1/6/1999,0,0,0,1,0
"Sun International Hotels, Ltd. : Griffin Gaming & Entertainment, Inc.",12/9/1997,12/16/1996,9/16/1997,MERGER RELATED FRAUD,DISMISSED,1/12/2000,0,0,1,0,0
APAC Teleservices,12/11/1997,9/19/1996,4/21/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,7/9/2001,1,0,0,0,0
"Storm Technology, Inc.",12/12/1997,9/30/1996,12/16/1996,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,1/31/2002,0,0,0,1,0
Western Digital Corporation,12/12/1997,12/28/1996,12/2/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,8/24/1998,0,0,0,1,0
"TRO Learning, Inc.",12/15/1997,12/7/1995,11/18/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,5/20/1998,1,0,0,0,0
"Acres Gaming, Inc.",12/17/1997,3/26/1997,12/11/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,6/15/2001,1,0,0,0,0
Fine Host Corporation,12/17/1997,2/7/1997,12/12/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,1/12/2001,1,0,0,0,0
Westbridge Capital Corporation : Common Stock and Notes,12/17/1997,10/31/1996,10/31/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,1/21/1999,0,0,0,1,0
"Cognos, Inc.",12/18/1997,6/3/1997,9/25/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,8/31/1998,1,0,0,0,0
"Physicians Resource Group, Inc. (Longman)",12/18/1997,6/17/1997,11/19/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,9/30/2006,1,0,0,0,0
"Suburban Lodges of America, Inc.",12/19/1997,10/14/1997,12/15/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,4/1/1999,1,0,0,0,0
"Danka Business Systems, PLC : American Depositary Shares",12/23/1997,5/12/1997,12/16/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,8/17/2001,1,0,0,0,0
Equipment Leasing Corp. of America : Fixed Term and Demand Certificates,12/23/1997,9/14/1995,12/22/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,11/8/2005,1,0,0,0,0
"Physicians Resource Group, Inc. (Schiller)",12/23/1997,9/15/1995,3/27/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,9/24/2003,1,0,0,0,0
Spectrian Corporation,12/23/1997,7/17/1997,10/23/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,10/23/2000,1,0,0,0,0
"Prism Solutions, Inc. (acquired by Ardent Software)",12/24/1997,3/14/1996,10/14/1996,IPO-NON ALLOCATION,DISMISSED,4/20/1998,0,0,1,0,0
"Vencor, Inc.",12/24/1997,2/10/1997,10/21/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,5/16/2002,0,0,0,1,0
"Electronics For Imaging, Inc.",12/31/1997,4/10/1997,12/11/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,8/7/2000,1,0,0,0,0
"Caprius, Inc. : Advanced NMR ",1/5/1998,8/10/1994,12/12/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,4/8/1999,0,0,0,1,0
"PETsMART, Inc.",1/6/1998,11/19/1996,9/17/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,2/7/2000,0,0,0,1,0
GT Interactive Software Corporation,1/7/1998,8/1/1996,12/12/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,7/22/2002,0,0,0,1,0
"Idexx Laboratories, Inc.",1/9/1998,7/19/1996,3/24/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,6/20/2000,0,0,0,1,0
"Rainforest Cafe, Inc.",1/12/1998,8/5/1997,1/6/1998,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,12/28/1998,0,0,0,1,0
"Reliance Acceptance Group, Inc. (f/k/a Cole Taylor Financial Group, Inc.)",1/15/1998,3/14/1995,8/10/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,2/12/2002,0,0,0,1,0
"Centocor, Inc.",1/16/1998,12/2/1997,12/16/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,12/13/1999,0,0,0,1,0
"Adaptec, Inc.",1/21/1998,4/29/1997,1/8/1998,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,3/26/2002,1,0,0,0,0
VanStar Corporation,1/21/1998,3/11/1996,1/23/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,7/30/2001,1,0,0,0,0
"Sybase, Inc.",1/22/1998,4/18/1997,1/21/1998,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,10/3/2000,1,0,0,0,0
"Nu-Kote Holding, Inc.",1/23/1998,7/28/1995,5/29/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,9/8/2003,0,0,0,1,0
"ZiLOG, Inc.",1/23/1998,6/30/1997,11/20/1997,MERGER RELATED FRAUD,DISMISSED,11/15/2000,0,0,1,0,0
Versant Object Technology Corporation,1/26/1998,4/28/1997,1/13/1998,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,2/28/2003,1,0,0,0,0
"American Bankers Insurance Group, Inc.",1/28/1998,12/22/1997,1/27/1998,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,12/2/1999,0,0,0,1,0
"Omega Research, Inc.",1/28/1998,10/4/1997,1/6/1998,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,7/15/1999,0,0,0,1,0
"Scientific Ecology Group, Inc. : Molten Metal Technologies, Inc. Common Stock",1/28/1998,8/22/1995,10/18/1996,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,8/9/2001,0,0,0,1,0
Credit Acceptance Corporation,1/29/1998,9/29/1995,10/22/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,9/25/2001,1,0,0,0,0
"Cor Therapeutics, Inc.",1/30/1998,8/25/1997,1/28/1998,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,5/26/1998,1,0,0,0,0
National Auto Credit Inc.,1/30/1998,3/6/1997,1/27/1998,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,11/14/2000,0,0,0,1,0
"Bayard Drilling Technologies, Inc.",2/3/1998,11/4/1997,2/3/1998,IPO-NON ALLOCATION,SETTLED,7/16/2001,0,0,1,0,0
"Tee-Comm Electronics, Inc.",2/3/1998,7/31/1996,5/27/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,11/3/2000,0,0,0,1,0
Philip Services Corporation,2/5/1998,5/21/1997,1/26/1998,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,SETTLED,3/26/2007,1,0,0,0,0
Offshore Energy Development Corporation,2/6/1998,11/1/1996,4/18/1997,FAILURE OF DISCLOSURE (NON-ACCOUNTING),SETTLED,1/5/2000,0,0,0,1,0
3Com Corporation 98,2/9/1998,9/24/1996,2/10/1997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,DISMISSED,6/30/2000,1,0,0,0,0
Iomega Corporation,2/9/1998,9/22/1997,1/22/1998,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,6/11/1999,0,0,0,1,0
"Sigma Designs, Inc.",2/10/1998,10/24/1995,2/13/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,7/11/2000,0,0,0,1,0
Waco Classic Aircraft Corporation,2/10/1998,4/1/1997,2/10/1998,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,5/8/1998,0,0,0,1,0
"SunAmerica Securities, Inc.",2/11/1998,4/1/1987,4/30/1997,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,9/21/1999,0,0,0,1,0
"Gametech International, Inc.",2/13/1998,11/25/1997,1/8/1998,IPO-NON ALLOCATION,SETTLED,9/11/2000,0,0,1,0,0
"TIG Holdings, Inc.",2/13/1998,10/21/1997,1/30/1998,NON-ACCOUNTING MISREPRESENTATIONS,SETTLED,2/22/2002,0,0,0,1,0
"Duke and Company, Inc. : Renaissance Entertainment Corp. and/or Paravant Computer Systems, Inc. common stock",2/17/1998,1/1/1997,6/30/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,8/25/2003,0,0,0,1,0
Precision Response Corporation,2/18/1998,1/29/1997,7/9/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,8/12/1998,0,0,0,1,0
"Heartland Wireless Communications, Inc.",2/19/1998,11/14/1996,3/20/1997,NON-ACCOUNTING MISREPRESENTATIONS,DISMISSED,6/19/2000,0,0,0,1,0
